dataset,repeat,strategy,suppression_hours,calibration_alerts_per_100_landmarks,calibration_landmark_sensitivity,threshold,n_evaluation_landmarks,n_evaluation_stays,n_event_stays,landmark_sensitivity,alerts_per_100_landmarks,false_alerts_per_100_landmarks,landmark_ppv,alert_episodes,true_alert_episodes,false_alert_episodes,episodes_per_100_landmarks,false_episodes_per_100_landmarks,event_stay_sensitivity,episode_ppv,n_detected_event_stays_with_lead_time,policy_lead_time_median_hours,policy_lead_time_q1_hours,policy_lead_time_q3_hours
mimic_temporal_test,16,fixed_80_percent_calibration_sensitivity,6,52.69837116504219,0.8023715415019763,0.008509263396263123,122321,7396,252,0.8614457831325302,52.71784893844884,52.01641582393865,0.013305419865084904,14634,234,14400,11.96360396007227,11.77230401975131,0.9285714285714286,0.015990159901599015,234,1.9233333468437195,0.744583323597908,3.367430567741394
mimic_temporal_test,17,fixed_5_alerts_per_100_calibration_landmarks,6,5.002766656901995,0.25572519083969464,0.09280610829591751,122172,7403,254,0.24214792299898683,4.614805356382805,4.419179517401696,0.04239091876551969,2078,103,1975,1.7008807255344924,1.6165733555970272,0.40551181102362205,0.04956689124157844,103,1.4108333587646484,0.46791666746139526,2.8983333110809326
mimic_temporal_test,17,fixed_80_percent_calibration_sensitivity,6,49.155355922273216,0.8015267175572519,0.009801642969250679,122172,7403,254,0.8318135764944276,48.47510067773303,47.80309727269751,0.013862857335832363,13650,230,13420,11.172772812100973,10.984513636512458,0.905511811023622,0.01684981684981685,230,1.8733333349227905,0.718611091375351,3.3981249928474426
mimic_temporal_test,18,fixed_5_alerts_per_100_calibration_landmarks,6,5.001483630608948,0.2183406113537118,0.08644452691078186,122564,7425,254,0.2656862745098039,5.320485623837342,5.0993766521980355,0.04155804324490109,2313,113,2200,1.8871773114454489,1.7949805815737083,0.4448818897637795,0.04885430177258971,113,1.596666693687439,0.46833333373069763,3.0999999046325684
mimic_temporal_test,18,fixed_80_percent_calibration_sensitivity,6,39.41511984438363,0.8034934497816594,0.013583066873252392,122564,7425,254,0.765686274509804,38.836036682875886,38.19881857641722,0.016407907729153973,11365,215,11150,9.272706504356908,9.097287947521295,0.8464566929133859,0.01891772987241531,215,1.9777777194976807,0.7284722328186035,3.290000081062317
mimic_temporal_test,19,fixed_5_alerts_per_100_calibration_landmarks,6,5.001947546091924,0.2795275590551181,0.09395129233598709,122087,7396,253,0.23417085427135678,4.497612358400157,4.306764848018217,0.04243307230012748,2039,98,1941,1.6701204878488292,1.5898498611645793,0.38735177865612647,0.048062775870524765,98,1.3987500071525574,0.43736109882593155,2.829444468021393
mimic_temporal_test,19,fixed_80_percent_calibration_sensitivity,6,36.41586600882887,0.8031496062992126,0.015160596929490566,122087,7396,253,0.7256281407035176,35.84411116662708,35.252729610851276,0.016498708896048993,10584,209,10375,8.669227681898974,8.4980382841744,0.8260869565217391,0.01974678760393046,209,1.8402777910232544,0.7330555319786072,3.266944408416748
mimic_temporal_test,20,fixed_5_alerts_per_100_calibration_landmarks,6,5.00048485632091,0.23552123552123552,0.08881582319736481,121958,7390,252,0.2545454545454545,5.050919168894209,4.844290657439446,0.04090909090909091,2218,108,2110,1.8186588825661294,1.7301038062283738,0.42857142857142855,0.04869251577998197,108,1.510694444179535,0.4768749922513962,3.1613889932632446
mimic_temporal_test,20,fixed_80_percent_calibration_sensitivity,6,40.92510586029673,0.803088803088803,0.012148759327828884,121958,7390,252,0.7878787878787878,42.54497449941783,41.90541005920071,0.015032667142058705,12184,221,11963,9.99032453795569,9.809114613227505,0.876984126984127,0.01813854235062377,221,1.9977778196334839,0.715833306312561,3.4800000190734863
mimic_temporal_test,21,fixed_5_alerts_per_100_calibration_landmarks,6,5.003084315444304,0.19339622641509435,0.08342664688825607,122094,7395,255,0.2777242044358727,5.692335413697643,5.4564515864825465,0.04143884892086331,2405,115,2290,1.9697937654594002,1.8756040427867053,0.45098039215686275,0.04781704781704782,115,1.596666693687439,0.594305545091629,3.0048611164093018
