metric,analysis_scale,n_hospitals,pooled,pooled_se,ci_low,ci_high,tau_squared,q,q_df,i_squared_percent,prediction_interval_low,prediction_interval_high
calibration_in_the_large,original,73,0.003115846901299492,0.05539764194546962,-0.10546353131182096,0.11169522511441993,0.19893264715636585,879.9915468573042,72,91.818103224158,-0.8777979619864048,0.8840296557890038
calibration_slope,log; pooled values back-transformed,73,1.1703848734897833,0.018929436590560747,1.1277572778382492,1.214623730666061,0.017979786333965308,256.9700707135324,72,71.98117282682898,0.8975493467809093,1.5261564804281034
