dataset,calibration_method,repeats,fitted_intercept_q1,fitted_intercept_median,fitted_intercept_q3,fitted_slope_q1,fitted_slope_median,fitted_slope_q3,brier_q1,brier_median,brier_q3,brier_skill_q1,brier_skill_median,brier_skill_q3
mimic_temporal_test,uncalibrated,100,0.0,0.0,0.0,1.0,1.0,1.0,0.009474673589834589,0.009576636491557575,0.009659424484569155,-0.18541184530865978,-0.18010437466014817,-0.17380457017471218
mimic_temporal_test,intercept_only,100,-1.2361464141133367,-1.18625286377224,-1.149371589142294,1.0,1.0,1.0,0.008013826304018177,0.008102716965224254,0.0081636871465283,-0.000499996807082459,0.002596650726479688,0.006586950293558325
mimic_temporal_test,intercept_and_slope,100,-2.145367249046661,-2.054792516563266,-1.910802075102676,0.6712120454666012,0.7032146021514543,0.7461604304462188,0.00788642176557182,0.007966469616501366,0.00804099127546738,0.01814224704920192,0.01905571456942856,0.020020079370414418
eicu_external,uncalibrated,100,0.0,0.0,0.0,1.0,1.0,1.0,0.011062478428207652,0.011093495769385179,0.011119175522814126,-0.01417682300140033,-0.013182953882431958,-0.012343502489036429
eicu_external,intercept_only,100,-0.6366900044698818,-0.6259965352898542,-0.6174983454598105,1.0,1.0,1.0,0.010662280708471947,0.010691202197180928,0.010713680354788615,0.02293573906095664,0.023626107604991786,0.024109677263678908
eicu_external,intercept_and_slope,100,-0.7970927173855537,-0.741710947436155,-0.7070958399072267,0.9460684030183536,0.9607727826466985,0.9721934177898495,0.010635384230356072,0.010670543295618683,0.010691435967573763,0.024466738278756728,0.025826586947761965,0.026649073744906215
sicdb_external,uncalibrated,100,0.0,0.0,0.0,1.0,1.0,1.0,0.04498674099087044,0.045282777886449924,0.045496772046829094,0.027577241466610558,0.029123646981164597,0.03134327922486346
sicdb_external,intercept_only,100,0.42810790678539395,0.4556399842853175,0.4935835816556385,1.0,1.0,1.0,0.04479658105229169,0.04513610964975567,0.04535706153619032,0.029897734095971795,0.03239188925646708,0.034964363695581396
sicdb_external,intercept_and_slope,100,-0.48498507979640354,-0.2955398044859556,-0.11557373134341573,0.7051386149109381,0.7589843036649266,0.8077354569475623,0.04467205810023384,0.044995667449524906,0.04520297670834401,0.034255974955152924,0.03562845332807091,0.03638741807013213
