dataset,repeat,n_calibration_identifiers,n_evaluation_identifiers,calibration_prevalence,evaluation_prevalence,intercept_shift,brier_null_calibration_prevalence,brier_model_uncalibrated,brier_skill_uncalibrated,brier_model_intercept_recalibrated,brier_skill_intercept_recalibrated
eicu_external,44,28539,114154,0.011058644263070199,0.01107832438985395,-0.6160919344909471,0.010955595505874507,0.011099382396552027,-0.013124516198176561,0.01069569249139083,0.02372331237898606
eicu_external,45,28539,114154,0.010931363807896624,0.011110031435780968,-0.6294946262774729,0.010986630559398185,0.011112916433349454,-0.011494504458716026,0.010715077912115427,0.024716644999996484
eicu_external,46,28539,114154,0.011244352978687283,0.011031932418555735,-0.6085745769916441,0.010910274008162524,0.011057148735845061,-0.013462056734107053,0.01065515349336706,0.02338351123029503
eicu_external,47,28539,114154,0.011129029253034295,0.011060730863477457,-0.6215540179738532,0.01093839576091319,0.011093809515107609,-0.014208093909873654,0.01068651953057812,0.023026798064402998
eicu_external,48,28539,114154,0.010859086866475524,0.011128059260055648,-0.6406133956029632,0.01100429790330885,0.011148779291949714,-0.013129541739997919,0.01074113772601518,0.02391430871882705
eicu_external,49,28539,114154,0.011011894330348583,0.011090067852001994,-0.636763329204817,0.010967084358139473,0.011140329016790532,-0.015796783629413946,0.010729110738447947,0.021698895706488197
eicu_external,50,28539,114154,0.011071975085467697,0.011074981554623392,-0.6354337786229641,0.010952326347226999,0.011110619875859049,-0.01445295945478553,0.01070271557667352,0.022790662242883064
eicu_external,51,28539,114154,0.010971160869664182,0.011100176703022569,-0.6610489022783617,0.010976979425269498,0.011098595816058059,-0.01107922189492272,0.010702930122827758,0.024965820907969172
eicu_external,52,28539,114154,0.010946780498820176,0.011106222803764216,-0.6257465182171075,0.01098290004064597,0.011123210596202259,-0.012775364888783614,0.010718148959191091,0.024105753532771557
eicu_external,53,28539,114154,0.010918074265157353,0.011113653517822328,-0.6322835481791359,0.010990178474552198,0.011146052567906196,-0.014183035672707733,0.010738877371130095,0.022865971103562366
eicu_external,54,28539,114154,0.01094418075550151,0.011107011967487179,-0.6400515611171597,0.010983672766644876,0.011124663312572438,-0.012836375311154669,0.010722505041983155,0.02377781368858989
eicu_external,55,28539,114154,0.011002749132343977,0.011092239257429888,-0.64460931154737,0.010969209494168304,0.011091584234348395,-0.011156204122562352,0.010695256683843581,0.024974708566772086
eicu_external,56,28539,114154,0.011243123218665076,0.011032262867612845,-0.5972538604351646,0.010910596505720382,0.011075632897840158,-0.015126248325034064,0.010668735310222716,0.02216755017664329
eicu_external,57,28539,114154,0.011250338088247743,0.011030284905046312,-0.6115550595981669,0.010908666143363261,0.011051878927991303,-0.013128349767599357,0.010650750652769226,0.02364317389536652
eicu_external,58,28539,114154,0.011327048106372162,0.01101113528601742,-0.606381950115131,0.010889989986640508,0.011021272180950593,-0.012055309001306469,0.010627707541345406,0.024084727866312217
eicu_external,59,28539,114154,0.011207211091946398,0.011041262201160725,-0.61957855103315,0.010919380269200302,0.011057873069983534,-0.012683210710581427,0.010658318088767445,0.023908149912978183
eicu_external,60,28539,114154,0.011127446324370531,0.011061083797876776,-0.6100974803956848,0.010938740627078046,0.011120110588183558,-0.016580515736568824,0.010703372070325727,0.021516970259783053
eicu_external,61,28539,114154,0.011309137841382039,0.011015797339934127,-0.595374768361812,0.010894535597549417,0.01105026837046806,-0.014294576535568204,0.010645015607517206,0.022903224079449225
eicu_external,62,28539,114154,0.01125123896337645,0.011030297266537176,-0.6179812270415393,0.010908678623982405,0.01105279267764191,-0.013210954197758973,0.010652263941779093,0.023505567543221306
eicu_external,63,28539,114154,0.011033305506061776,0.011084600289954213,-0.6257140075103066,0.010961734557521013,0.01112530521353471,-0.014921968339533187,0.010713214502346345,0.022671599450850954
eicu_external,64,28539,114154,0.011208191747823964,0.01104094421248918,-0.6001397824978417,0.010919069735123958,0.011063056706090424,-0.013186743418561964,0.010662476977985802,0.02349950713408855
eicu_external,65,28539,114154,0.010988055201206076,0.011095933472999775,-0.6416173274687709,0.01097282537108406,0.01109986277676815,-0.011577456251045781,0.010701550248268877,0.024722449655496748
eicu_external,66,28539,114154,0.011147760527751599,0.011056014103362584,-0.634027440362818,0.010933787072915221,0.011087215732661027,-0.014032526765211495,0.010680957664351308,0.02312368138119436
eicu_external,67,28539,114154,0.01115996710485534,0.011052953403363996,-0.631894420185201,0.010930797076359371,0.01105160445222495,-0.011052018898681792,0.010659352513915745,0.02483300719493675
eicu_external,68,28539,114154,0.011061708991645297,0.011077550091545726,-0.6223895535958143,0.010954838226455472,0.011093991329611782,-0.012702433416155845,0.0106935837911105,0.023848315232447126
eicu_external,69,28539,114154,0.01100106608269255,0.011092783014253647,-0.6357160109859418,0.01096974159124787,0.011130255767177693,-0.014632448229946249,0.010721428531249024,0.022636181347877926
eicu_external,70,28539,114154,0.011083410617023342,0.011072119068350586,-0.6243533669461934,0.010949527375185921,0.011084471603532719,-0.012324205760023244,0.01068533162649701,0.024128507070326877
eicu_external,71,28539,114154,0.01103390553849851,0.01108448110608036,-0.652978680350905,0.010961617942577348,0.011085941339765273,-0.011341701365546353,0.010691600841363764,0.024632960446904217
eicu_external,72,28539,114154,0.010710085070809365,0.01116514061596392,-0.6489874150212168,0.011040687326538843,0.011211344539500729,-0.015457118557435479,0.010793085446545145,0.02242631030755937
eicu_external,73,28539,114154,0.010951614003676037,0.011105093912267171,-0.6368436323376181,0.010981794357549243,0.011134381887121006,-0.013894589955317116,0.01072609365576461,0.023284054814672106
eicu_external,74,28539,114154,0.011156306156337175,0.011053890041413297,-0.6278720722066579,0.010931712045426239,0.011070155757379144,-0.012664412616944842,0.010671624132099789,0.02379205674698226
eicu_external,75,28539,114154,0.011233889243520062,0.011034434948878631,-0.6194206911893764,0.010912715976253243,0.011055691843664945,-0.013101767490588667,0.01065563915761771,0.02355754692002876
eicu_external,76,28539,114154,0.011127502808773719,0.011061103690154641,-0.6078114888293099,0.010938760084153246,0.011084599674889596,-0.013332369447212278,0.010681546560951787,0.02351395598977246
eicu_external,77,28539,114154,0.010906948668057866,0.011116095469528285,-0.6375538270091703,0.010992571633425182,0.011147727208484854,-0.01411458394211329,0.010738153032164612,0.02314459343498454
eicu_external,78,28539,114154,0.011342842905967708,0.011007222115614883,-0.6196227530299339,0.010886175818227317,0.011044153228375717,-0.014511745243346974,0.010641761268115479,0.02245182828138803
eicu_external,79,28539,114154,0.010946984316339777,0.01110632169781884,-0.6162844244117027,0.010982996704564534,0.011117218582264693,-0.012220879356576342,0.010715830959488897,0.0243253960883556
eicu_external,80,28539,114154,0.011141282975755343,0.011057665955481829,-0.632603403265171,0.010935400970904889,0.011055278949326503,-0.010962376115934314,0.010661058082985309,0.025087592914928902
eicu_external,81,28539,114154,0.011185123908975948,0.011046598584358596,-0.6256147134760819,0.010924590433340205,0.0110570200951463,-0.012122162621487353,0.010660092380150204,0.024211255772371376
eicu_external,82,28539,114154,0.011105149107419256,0.01106666597670339,-0.6261360976590544,0.010944196361814817,0.01107458318724005,-0.011913787099084194,0.010676542972054878,0.024456194033013134
eicu_external,83,28539,114154,0.011116956932407576,0.011063754107547962,-0.6405757006033455,0.010941350283136248,0.011053245457986718,-0.010226815882399043,0.010663644303256892,0.025381326133702253
eicu_external,84,28539,114154,0.010981477275073823,0.011097658776354935,-0.6351447247084031,0.010974514244179764,0.011106978192531609,-0.012070142277330831,0.010706811669800415,0.02439311375638542
eicu_external,85,28539,114154,0.01105083550290948,0.011080246514812852,-0.6439832808697895,0.010957475516991453,0.011076632284303944,-0.010874472603449536,0.010685141672768106,0.024853703191127008
eicu_external,86,28539,114154,0.011030565881866997,0.011085357146552705,-0.6236321107138818,0.010962475005568762,0.01110934262599749,-0.01339730492923552,0.010704011397270976,0.02357712178741489
eicu_external,87,28539,114154,0.011003422642478888,0.01109208665227425,-0.6495201597565778,0.010969060127279327,0.011102710210187982,-0.012184278448458485,0.010700853034773632,0.024451237334243592
eicu_external,88,28539,114154,0.011029442110389342,0.011085650649345273,-0.6295012688135443,0.010962762158425796,0.01111223875867191,-0.013634939633459853,0.010706574674259083,0.0233688809867878
eicu_external,89,28539,114154,0.011080280670005209,0.011072911827521363,-0.6012855322265437,0.010950302505481136,0.011118863834357649,-0.015393303408023584,0.010706875376981348,0.022230173858479363
eicu_external,90,28539,114154,0.010789191057562927,0.011146165311049634,-0.6561901070656946,0.011022055740526043,0.011174301776120435,-0.013812852990265023,0.01076710571251334,0.023130896269676682
eicu_external,91,28539,114154,0.011405039522824586,0.01099190804512141,-0.6003943685338387,0.010871256680266872,0.011006223886746342,-0.012415051033102475,0.010612843864821496,0.02377028001872472
eicu_external,92,28539,114154,0.010955042848269871,0.011104308987307514,-0.6582772833781211,0.010981025589602181,0.01110733541558763,-0.01150255274016021,0.010710441992242479,0.024641013278023483
eicu_external,93,28539,114154,0.01108885730728057,0.011070748557738836,-0.6340182477872728,0.01094818741203697,0.011080618099630122,-0.012096129031144542,0.010682085872495454,0.024305533831924686
eicu_external,94,28539,114154,0.011025818516184355,0.011086538735117547,-0.6377164395678089,0.010963631080937272,0.011103026566043173,-0.012714353855655558,0.010703447850559801,0.02373148352554999
eicu_external,95,28539,114154,0.011351265371720373,0.01100503742240419,-0.6202912323164054,0.01088404644752856,0.01102281351554846,-0.012749584328667352,0.010625651692198803,0.023740688408071864
eicu_external,96,28539,114154,0.011347705713404167,0.011006135660820546,-0.5960952666849632,0.010885117308736985,0.011038076006699867,-0.0140520945823992,0.010636552108112764,0.022835325846668586
eicu_external,97,28539,114154,0.011055758759371741,0.011079035938214321,-0.6166638794348509,0.010956291442721137,0.011110284559337763,-0.014055222738614814,0.010704882053243877,0.022946577388125777
eicu_external,98,28539,114154,0.011131610170017953,0.011060090348286077,-0.6338123027528128,0.010937769864858728,0.011095610893589125,-0.014430823712749286,0.01068952031878991,0.022696541354961464
eicu_external,99,28539,114154,0.01103769256798135,0.011083512848349126,-0.6335664639472874,0.010960670690787695,0.011092427062531834,-0.012020831157246503,0.010692719938298087,0.02444656536527623
eicu_external,100,28539,114154,0.011212914756552443,0.01103984609651324,-0.6076674323384481,0.01091799784743963,0.011098461261383702,-0.016528984202574426,0.01068565646873282,0.02128058476960548
sicdb_external,1,701,2805,0.04801275027393167,0.049181556916156444,0.5404457290489858,0.04676409748442621,0.04538415384725134,0.029508612619636887,0.04540214581303225,0.02912387375480796
sicdb_external,2,701,2805,0.048980833586857314,0.048938869952479286,0.4552459823471835,0.04654385872120022,0.04517810455796403,0.029343380646996042,0.045004825002359056,0.03306631124118953
sicdb_external,3,701,2805,0.04839036242154282,0.049084030266825965,0.4114048927074353,0.04667526941467087,0.04540721391200819,0.027167609712052454,0.045216297804488166,0.03125791513319309
sicdb_external,4,701,2805,0.04868235767451217,0.0490127642600718,0.4087762081696653,0.04661062236817021,0.04504014619613509,0.03369352504307199,0.044735466455905135,0.04023022686660349
sicdb_external,5,701,2805,0.0484789956542733,0.04906924607672737,0.43847569275159476,0.04666180356175015,0.04516376799833388,0.032104107622711875,0.044925354292096126,0.03721350520358868
sicdb_external,6,701,2805,0.047779206647541796,0.04924270872449618,0.4568364134744947,0.04682000620029987,0.045429384574671605,0.029701440441487148,0.04525214358203232,0.03348702286710736
sicdb_external,7,701,2805,0.048474676670944815,0.04906700062617408,0.43500005309080614,0.046659780923393054,0.045094478331126,0.0335471483425307,0.04480573924672943,0.039735327512737895
sicdb_external,8,701,2805,0.049004900490049005,0.04893271751341905,0.4204334761519531,0.04653831188055309,0.04514248671958348,0.02999303379443985,0.04492036359802132,0.03476594266428168
sicdb_external,9,701,2805,0.0490487514863258,0.04892147540163155,0.43201399329447626,0.04652818084536084,0.04520473145332675,0.02844403903158499,0.045006211015160405,0.03271070999441805
sicdb_external,10,701,2805,0.04871147043961597,0.0490052043128564,0.42527103027032326,0.04660378054269988,0.045279076233729364,0.02842482505806121,0.0450755016933231,0.032793023046199576
sicdb_external,11,701,2805,0.04531751434406302,0.04988559503155566,0.4597913448222907,0.047417889801070714,0.045920649985399985,0.031575420626097195,0.045750809084751785,0.03515721014395046
sicdb_external,12,701,2805,0.050597609561752986,0.04853301344529415,0.510714745880482,0.046181822608337156,0.044709098792576514,0.03188968586733021,0.04457074960356752,0.03488543573589464
sicdb_external,13,701,2805,0.05258395334807963,0.0480452777500748,0.5303025260354078,0.04575752861217689,0.04451431382155069,0.02716962275570456,0.044530897703235026,0.02680719317990954
sicdb_external,14,701,2805,0.049943011086934,0.04870925426329728,0.48157792828183843,0.046338184968310596,0.04502406009525483,0.02835943777155836,0.04490907864615379,0.03084079195450007
sicdb_external,15,701,2805,0.049344409968972075,0.0488480642987295,0.49322818921818695,0.046462177272021066,0.0452107196777656,0.026934975236493686,0.04514367974705967,0.028377867813684565
sicdb_external,16,701,2805,0.05038874126562346,0.04857995136991452,0.4647542304647902,0.046223211415698094,0.04490985291691184,0.028413397913331084,0.044769106468978435,0.031458328017118786
sicdb_external,17,701,2805,0.04823151125401929,0.0491247319335694,0.4815551212819913,0.046712290489206734,0.04538451484084846,0.028424545969653714,0.04527153541317306,0.030843169130543302
sicdb_external,18,701,2805,0.04832307997618575,0.04910446267760656,0.4388756031670816,0.04669382498167619,0.04509267586245219,0.03429038250458871,0.04482399678994805,0.04004444254592343
sicdb_external,19,701,2805,0.04823784209490057,0.04912773210346902,0.4060368223658485,0.04671498994606616,0.04541744847000675,0.027775698497579993,0.04518767352726116,0.032694354008602655
sicdb_external,20,701,2805,0.04753820033955857,0.04929946804525361,0.4548654820312538,0.04687213255963976,0.04552676176538843,0.02870299943232768,0.04534340646884502,0.03261481838594826
sicdb_external,21,701,2805,0.0462363415621206,0.04961413990540204,0.36328420201390726,0.0471639865484971,0.04581770523822318,0.02854468862358761,0.045569815574263484,0.03380059852647077
sicdb_external,22,701,2805,0.05009442401351754,0.04865851524016703,0.49717129144504435,0.046292925968794855,0.04474390351186934,0.033461321022777435,0.04456589901012576,0.037306498185775694
sicdb_external,23,701,2805,0.05050709939148073,0.048564462357565806,0.4078866434209301,0.04620972919213191,0.04478102723974909,0.03091777375371607,0.04448979004460096,0.03722028191032556
sicdb_external,24,701,2805,0.0483169918123926,0.049102362988969396,0.5030531970980846,0.04669193774575389,0.04536691612544612,0.028377953117361687,0.04529464256761582,0.029925834000434914
sicdb_external,25,701,2805,0.05216348556010793,0.04814343146802507,0.47310141356913116,0.04584180230941191,0.044315837619207384,0.03328762424969545,0.04411159430995081,0.037743018648851434
sicdb_external,26,701,2805,0.04890707655454636,0.048957162482827526,0.44127470551274717,0.046560361233057755,0.045365489372903745,0.025662856311897686,0.045230555104005504,0.02856090661315769
sicdb_external,27,701,2805,0.046027131782945735,0.04970554185332461,0.3264938759987119,0.04724843166303787,0.045760153526036046,0.03149899551409008,0.04545752051982639,0.037904139464008835
sicdb_external,28,701,2805,0.047552025736402936,0.049293140848230985,0.45363932500599197,0.04686635859538007,0.04555114146539344,0.02806313887839107,0.04539911429527327,0.03130698317687175
sicdb_external,29,701,2805,0.047217537942664416,0.04938333375028144,0.4597775448144821,0.04694931076947005,0.04573019171875182,0.02596670815263591,0.04561087847400266,0.028508028627711846
sicdb_external,30,701,2805,0.047950904930309964,0.049183976261127596,0.41998721378705767,0.04676643320517932,0.04545962922167922,0.02794320400203998,0.04525672569205783,0.032281861361928454
sicdb_external,31,701,2805,0.05015015015015015,0.048647164536741214,0.47728171465868086,0.04628287688503056,0.04499009543807933,0.027932175654563962,0.04487581461794028,0.030401357084727243
sicdb_external,32,701,2805,0.04851146900927281,0.04905925795674345,0.45355966390475483,0.04665274723820812,0.04528647953917048,0.029285900186360014,0.04511376862941468,0.032987952476527194
sicdb_external,33,701,2805,0.04971548367774783,0.048754901715912784,0.46440944574702936,0.04637878399228986,0.04522505361725051,0.02487625322887188,0.0451527565343979,0.026435092780694225
sicdb_external,34,701,2805,0.048172918484055444,0.04914814908020233,0.43743551656797575,0.046733559596908204,0.04536022645104484,0.029386444296321534,0.04517238037591682,0.033405955687027755
sicdb_external,35,701,2805,0.051787164906580016,0.048251504750534746,0.48301627458143764,0.045935797932582914,0.044457935033393486,0.032172357196415646,0.04428019301580088,0.03604171455151084
sicdb_external,36,701,2805,0.04644179761785607,0.04957192421935452,0.4431385368026258,0.0471243462410865,0.045664905368524265,0.030969997230216983,0.04545230003254577,0.03548157888465131
sicdb_external,37,701,2805,0.0521155830753354,0.04818650282429888,0.5384500912895007,0.04588000144148181,0.04446788270118739,0.0307785243227493,0.04442787388295193,0.03165055607903611
sicdb_external,38,701,2805,0.04822737175678352,0.049129041946140754,0.42231780275731734,0.04671619219272548,0.04547614746646523,0.026544216642154894,0.04530405211483542,0.030228064651852127
sicdb_external,39,701,2805,0.051247209550616325,0.0483509848808835,0.5243404571473756,0.04602155525926964,0.044784218683235885,0.026886022627071737,0.044807975674892295,0.02636980818098067
sicdb_external,40,701,2805,0.04722941481097877,0.04935765736775663,0.5135790053327149,0.046926008443304246,0.04549323905288952,0.03053252211182189,0.04544841476298957,0.031487734186893435
sicdb_external,41,701,2805,0.046062992125984255,0.049681656389432,0.4396117409746039,0.04722648413888595,0.04592139792147622,0.027634625808088398,0.04578806229373681,0.03045794899571519
sicdb_external,42,701,2805,0.05258850010231226,0.048063555114200594,0.5758632403641599,0.045773924911130213,0.044525174621598364,0.027280821820638956,0.04467614847807452,0.023982571631928407
sicdb_external,43,701,2805,0.05004051863857374,0.048678512766910556,0.48791131108868163,0.04631077022170673,0.045005584514286205,0.02818320017508069,0.044903844347111775,0.03038010095404331
sicdb_external,44,701,2805,0.050140675241157555,0.048650940102738016,0.5171698405092144,0.04628624544064046,0.044759420683647,0.03298657608665889,0.044631558066687026,0.035749008332842114
sicdb_external,45,701,2805,0.04993266342069823,0.04871166555283285,0.39169134849633175,0.04634033002769514,0.04498099220762792,0.029333796700515835,0.04472298387750605,0.034901481047340144
sicdb_external,46,701,2805,0.0511958885155169,0.04837740384615385,0.5263742018163522,0.04604497449909143,0.044655567687587466,0.030174993614805468,0.04460942867236395,0.031177035981544643
sicdb_external,47,701,2805,0.04798156866673345,0.04918769184697162,0.3937570254889336,0.04676971755086489,0.04523668527880864,0.03277830939194759,0.04493294156028335,0.03927276209406083
sicdb_external,48,701,2805,0.0496742671009772,0.04876957494407159,0.4911011236637219,0.046391921971744944,0.04498865725195128,0.03024804017924332,0.044851330686027216,0.03320817979164625
sicdb_external,49,701,2805,0.04744561472585884,0.04932948991101642,0.42026910961201414,0.0468996403218486,0.04545138893428403,0.030879797320959246,0.04519821750092316,0.03627795030515013
sicdb_external,50,701,2805,0.05236957387495022,0.048087978005498626,0.5385539771785852,0.04579385644003062,0.04429393369556687,0.032753798458270755,0.04420453841429631,0.03470592235042713
sicdb_external,51,701,2805,0.04799052039103387,0.049189771332682146,0.48445282207474766,0.04677157593174163,0.045494036942819456,0.027314431114885074,0.04540855105604826,0.029142162703317154
sicdb_external,52,701,2805,0.0503552672227371,0.04860818481520958,0.49413329621257984,0.046248481481118695,0.04499198614488439,0.027168358743784538,0.04492540399987956,0.028608019958002218
sicdb_external,53,701,2805,0.047311400457211016,0.04935863776160828,0.4315875282771342,0.04692655382050713,0.045336595893188274,0.03388183870054484,0.0450681559475853,0.03960226612911222
sicdb_external,54,701,2805,0.046708495169803806,0.04950890960437858,0.4478274100423291,0.04706561979516941,0.045688054589734246,0.029269033562722813,0.04551278825943071,0.03299290527770926
sicdb_external,55,701,2805,0.04781271699236187,0.049233232431891524,0.4108799823854137,0.046811339120312816,0.04556418610049475,0.02664211371122449,0.045377540294325745,0.03062930591030455
sicdb_external,56,701,2805,0.04524061089232542,0.049920540826879904,0.3659791696770845,0.047450382174624064,0.04585937612874813,0.03352988896950937,0.045536315143571995,0.04033828482156443
sicdb_external,57,701,2805,0.04724880382775119,0.04937284493528559,0.45689265845945126,0.046939678668908316,0.04557663504066769,0.02903819682820863,0.045412701287138355,0.03253063133517775
sicdb_external,58,701,2805,0.05154639175257732,0.04829104739028174,0.5074503233440693,0.045969619399148426,0.04459131650971081,0.02998290843937579,0.04448797967556174,0.032230846001177205
sicdb_external,59,701,2805,0.04941860465116279,0.04882978192524577,0.4441570022637672,0.046445781034581274,0.045301681909235655,0.024633004330227082,0.045203727332510435,0.026742013470417603
sicdb_external,60,701,2805,0.04698914116485686,0.049443943492636006,0.4268105637766696,0.04700526599900148,0.04567281855937987,0.028346769480039002,0.04549273180392463,0.03217797331705308
sicdb_external,61,701,2805,0.04862062218743886,0.04903092990560354,0.46378222763854743,0.046627066170618924,0.045293580383425305,0.0285989640076022,0.045150484145542125,0.031667916220026626
sicdb_external,62,701,2805,0.04835666765961672,0.04909586574294075,0.5295645396179756,0.04668600812369828,0.0453965760900537,0.027619239370993753,0.0454025902006136,0.027490418964160823
sicdb_external,63,701,2805,0.04933741080530071,0.048852002783023554,0.49340034346999134,0.0464657202280591,0.045068734039137116,0.03006487754984566,0.04495644979529011,0.032481373910945965
sicdb_external,64,701,2805,0.047240928736556435,0.049370402692931054,0.3862890297079108,0.04693750069019976,0.04583346475227883,0.023521404456702255,0.04567801628086145,0.02683322270717503
sicdb_external,65,701,2805,0.04899959167006942,0.04893437329226489,0.5049031147954928,0.04653980465619496,0.04530988716332538,0.026427216486089367,0.04526586698082576,0.027373077407182866
sicdb_external,66,701,2805,0.04865403788634098,0.04902058764741155,0.43330562812045104,0.04661770399284134,0.045025471831552505,0.034155096131146645,0.044740793138646116,0.040261760949948155
sicdb_external,67,701,2805,0.047823482428115016,0.04922823317848044,0.43313320095183855,0.04680678756127626,0.0454653566507412,0.028658897147746942,0.045303518760610374,0.03211647025974396
sicdb_external,68,701,2805,0.04802644370989695,0.049185274592637294,0.393721049365241,0.046767426244898956,0.04546481218264485,0.027853020079251944,0.04524271769697341,0.032601934088512086
sicdb_external,69,701,2805,0.046928846543685385,0.049442619687468894,0.4390323559135715,0.047004366101327626,0.04550511328698619,0.0318960330431749,0.04529312881599237,0.03640592198704107
sicdb_external,70,701,2805,0.04756788435241258,0.04930178822583886,0.4469575880457965,0.04687412832621568,0.045504977358858015,0.029209097134120565,0.045337013020768896,0.03279240298079544
sicdb_external,71,701,2805,0.05194933702750841,0.04818764393711825,0.5146082585908053,0.04587974524381405,0.044626248025218015,0.027321363968668577,0.04461164542682088,0.027639643817859882
sicdb_external,72,701,2805,0.04893574696638154,0.04895,0.4788767378797914,0.04655389770314897,0.045192892845625526,0.029235035618325633,0.04507995224995376,0.03166105365857508
sicdb_external,73,701,2805,0.0486993937023274,0.0490107462086974,0.4970405065431773,0.04660878990514727,0.04565115656960521,0.02054619606067698,0.045689733819963815,0.019718514191289005
sicdb_external,74,701,2805,0.04982278481012658,0.04873192463724831,0.47463966916296035,0.04635831413431464,0.044889463649218336,0.0316847260847446,0.044728679777926154,0.035153011640305154
sicdb_external,75,701,2805,0.04669454400637196,0.04951262184453886,0.41115277612233936,0.04706906368532054,0.04545916944361444,0.034202809991484506,0.045181094141474254,0.040110624601931155
sicdb_external,76,701,2805,0.05278291230232081,0.04802063696795317,0.5349071691628738,0.045737334659505545,0.044282116758863996,0.03181684965849041,0.044224206747745486,0.033082992767826
sicdb_external,77,701,2805,0.048773448773448774,0.04899266244736378,0.4283766095970583,0.04659242952831727,0.045114437515212824,0.03172172020362607,0.04485732227237298,0.037240111183507785
sicdb_external,78,701,2805,0.04869547898824935,0.049010296910926725,0.4247901511041878,0.04660838681795396,0.0453833659348935,0.02628327146024667,0.04521883073587887,0.029813434382582438
sicdb_external,79,701,2805,0.047273099355366825,0.04935329311586108,0.40579051661525994,0.046921872780562174,0.04546791178069464,0.03098684928172457,0.04521036519771645,0.036475687806619916
sicdb_external,80,701,2805,0.051198368179500256,0.048398717980570945,0.48844059290080644,0.04606412011964446,0.044799602545694914,0.027451247753460972,0.04472113843902207,0.02915461485282267
sicdb_external,81,701,2805,0.052087639520463004,0.04819456139481896,0.5890278004954562,0.045887001704072346,0.04458435188290388,0.02838820957554211,0.0447501600055441,0.024774808906883883
sicdb_external,82,701,2805,0.04926358557643474,0.048869656047153626,0.49581321834759373,0.04648156794546055,0.045150375864039305,0.028639138915950713,0.04507176190327853,0.030330432136803642
sicdb_external,83,701,2805,0.04758537078197616,0.04928279709134376,0.43918677924769767,0.04685688425827294,0.04551020462276009,0.028740272786598742,0.04535023528347851,0.032154271429783
sicdb_external,84,701,2805,0.04829965500246427,0.04911172918389336,0.47251541806444197,0.04670042670493742,0.045246405735751685,0.031135068173413605,0.04507271725779713,0.034854273547102244
sicdb_external,85,701,2805,0.051331571457613336,0.04836383528943704,0.5536406210259222,0.046033582183497145,0.044775311220780864,0.02733376163733281,0.04485086563891843,0.025692472505490005
sicdb_external,86,701,2805,0.04704724409448819,0.049430992129142225,0.42730179835040083,0.04699325140096361,0.04583067047977647,0.02473931653010286,0.04569535005104459,0.02761888805787993
sicdb_external,87,701,2805,0.04613297150610583,0.04967787396819005,0.4507418846736707,0.047222549139656365,0.04587508462914293,0.0285343450335227,0.045734841962870185,0.03150416917109711
sicdb_external,88,701,2805,0.05155140550530104,0.04827395469288211,0.5404814432928944,0.045954321675019505,0.04447005470567469,0.03229874612971728,0.044441433795419816,0.03292155828778309
sicdb_external,89,701,2805,0.047852637901691863,0.04922001747160864,0.4135021743008913,0.0467992770785914,0.045587755366360255,0.025887615960319188,0.04541055720004479,0.029673960053154036
sicdb_external,90,701,2805,0.0504716034517359,0.04856815006984634,0.48442304042872625,0.046212908003416237,0.04485208828297173,0.029446745059711676,0.044731285277223864,0.03206079838305875
sicdb_external,91,701,2805,0.046150725225682115,0.04963303893519094,0.38994209653537315,0.04718172689002019,0.045865136099322024,0.027904675760747732,0.04565764365819825,0.03230240460198819
sicdb_external,92,701,2805,0.04951259530933307,0.048799536442193835,0.4347106105446212,0.04641865013816885,0.044946908499897596,0.03170582586719983,0.04468854554379099,0.03727175584012177
sicdb_external,93,701,2805,0.04692284895781883,0.04946031905036188,0.44557272307624,0.047020434644268846,0.04560410291363479,0.030121621404592513,0.04540669485886099,0.03431996742728005
sicdb_external,94,701,2805,0.04842760976589973,0.04907608289070098,0.45603398622345154,0.046668041496199617,0.04514612247162109,0.032611589768609894,0.04493721486340306,0.03708804949394551
sicdb_external,95,701,2805,0.04854273335959039,0.04905007769813023,0.5300999968927325,0.04664442497421547,0.04562154775529316,0.021929249197256584,0.04577708077162865,0.0185948096276517
sicdb_external,96,701,2805,0.048685394381685496,0.049012509050960024,0.48718113802930296,0.04661039001149644,0.045120160320306,0.03197204938261344,0.04496592877606958,0.03528100140379109
sicdb_external,97,701,2805,0.0475953400378373,0.0492864462272875,0.43287118631580396,0.0468601522857162,0.04545873279533836,0.029906422024262636,0.04525918816935145,0.034164722867380815
sicdb_external,98,701,2805,0.046063734736424104,0.049673594957604865,0.3969284927462235,0.04721916001240912,0.0462213842128189,0.021130740134470916,0.046123378183142355,0.02320629653256845
sicdb_external,99,701,2805,0.0493147944383315,0.04885538108195821,0.46338803468689665,0.046468743881926865,0.0452398256759893,0.026446124927760994,0.04512853955245166,0.02884098466015239
sicdb_external,100,701,2805,0.0513595166163142,0.04835011464460173,0.5286580340886065,0.04602143755868295,0.04458136355344537,0.03129137379512126,0.04451685650036563,0.0326930478084001
