dataset,repeat,n_calibration_identifiers,n_evaluation_identifiers,calibration_prevalence,evaluation_prevalence,intercept_shift,brier_null_calibration_prevalence,brier_model_uncalibrated,brier_skill_uncalibrated,brier_model_intercept_recalibrated,brier_skill_intercept_recalibrated
mimic_temporal_test,52,1530,6123,0.008324728962312854,0.008129414370442073,-1.1956842553855467,0.00806336514022552,0.00938234029961181,-0.16357626579582152,0.007969022277250439,0.0117001848898588
mimic_temporal_test,53,1530,6123,0.008351947169078373,0.008122684502147471,-1.1858910968116458,0.008056759059996492,0.00949527653716619,-0.17854790821687105,0.00801415819889553,0.005287592788083217
mimic_temporal_test,54,1530,6123,0.008641160949868073,0.008052212930858659,-1.1431042819391715,0.007987721657543866,0.009322435353794888,-0.16709566926264574,0.007922335851429199,0.008185789254801512
mimic_temporal_test,55,1530,6123,0.009171263374759089,0.007923388246024055,-1.028597339285164,0.007862165357063739,0.009351464201596993,-0.18942603937924019,0.00791277041219555,-0.0064365289756143085
mimic_temporal_test,56,1530,6123,0.007280375343795502,0.00839413066644807,-1.2892569563520146,0.008324909687721399,0.009768033488974218,-0.17335008491219006,0.008260058218545923,0.007790050776301682
mimic_temporal_test,57,1530,6123,0.008153399935546245,0.008172978295655027,-1.162298098581835,0.008106181104745964,0.009576118223712907,-0.18133534150949737,0.008102894209911254,0.0004054800641926093
mimic_temporal_test,58,1530,6123,0.007955956896841115,0.008220557893197733,-1.2050335879517973,0.008153050334809592,0.009574856878254559,-0.17438952110654093,0.008110434303007917,0.005227004624235532
mimic_temporal_test,59,1530,6123,0.00800182898948331,0.008210865493919544,-1.2003535399050895,0.008143490878020495,0.009653359207276785,-0.1854079966285056,0.008129150236983023,0.001760994302354657
mimic_temporal_test,60,1530,6123,0.008634557930332578,0.008053186971152275,-1.1377463866711415,0.007988671142952118,0.009509181520165673,-0.19033332953691584,0.008021229534269918,-0.004075570358973213
mimic_temporal_test,61,1530,6123,0.007677480479597504,0.00829203670084883,-1.3221548200326032,0.008223656507549684,0.009657592827529074,-0.17436724389728253,0.008165330822655909,0.007092427175214522
mimic_temporal_test,62,1530,6123,0.008440993588710977,0.008099724264705883,-1.1207196558112282,0.008034235196293125,0.009429794672174634,-0.17370159595594092,0.00798739412743993,0.005830183920282339
mimic_temporal_test,63,1530,6123,0.008263378803777545,0.008145491384733536,-1.1840030529844197,0.008079156252278332,0.00954609949356454,-0.18157134179358492,0.008060924356455699,0.0022566584001258994
mimic_temporal_test,64,1530,6123,0.007659987071751777,0.008298142757574515,-1.2667982394877,0.008229690827028775,0.0096649194556894,-0.17439642130259658,0.008169799731743532,0.007277441710026644
mimic_temporal_test,65,1530,6123,0.007567319661927537,0.008319100425761427,-1.2734191275134146,0.008250458168184394,0.00961412663572791,-0.165283968447004,0.008147426605460022,0.01248798074289803
mimic_temporal_test,66,1530,6123,0.007248477819657872,0.00840349926961774,-1.3285681890276437,0.008334214544193138,0.00973806754767366,-0.16844454819784493,0.008234123338729513,0.012009674688943983
