dataset,repeat,calibration_method,fitted_intercept,fitted_slope,calibration_prevalence,brier,brier_skill
mimic_temporal_test,76,uncalibrated,0.0,1.0,0.008314011262007287,0.009577357110051966,-0.18719578084191224
mimic_temporal_test,76,intercept_only,-1.1811668182489052,1.0,0.008314011262007287,0.008086523393992788,-0.002394120289367363
mimic_temporal_test,76,intercept_and_slope,-1.8520952414473515,0.7627506488322927,0.008314011262007287,0.007936953828990309,0.016146313618744412
mimic_temporal_test,77,uncalibrated,0.0,1.0,0.007781974472518885,0.009697372381269295,-0.1828671789755023
mimic_temporal_test,77,intercept_only,-1.163892309365834,1.0,0.007781974472518885,0.008177768548345664,0.0024912282650640938
mimic_temporal_test,77,intercept_and_slope,-2.014768008912403,0.7157795897055478,0.007781974472518885,0.008032744071619621,0.020181040197900235
mimic_temporal_test,78,uncalibrated,0.0,1.0,0.008480861629744284,0.009461037095035424,-0.179038069318054
mimic_temporal_test,78,intercept_only,-1.1878564629286807,1.0,0.008480861629744284,0.008002687042860836,0.002702073187895282
mimic_temporal_test,78,intercept_and_slope,-2.1341259394132948,0.6761248139191511,0.008480861629744284,0.007871610751680046,0.01903685083803952
mimic_temporal_test,79,uncalibrated,0.0,1.0,0.007793979151105771,0.009761521918904519,-0.19108072840474355
mimic_temporal_test,79,intercept_only,-1.2238069389383477,1.0,0.007793979151105771,0.008202739471218388,-0.0008813159935603387
mimic_temporal_test,79,intercept_and_slope,-1.7365213570628586,0.8207154140198728,0.007793979151105771,0.008075538107013447,0.014639531553571117
mimic_temporal_test,80,uncalibrated,0.0,1.0,0.007596009649866336,0.009772892876070093,-0.18542339134912234
mimic_temporal_test,80,intercept_only,-1.3147510427825824,1.0,0.007596009649866336,0.008240036934373023,0.000507561941638146
mimic_temporal_test,80,intercept_and_slope,-1.7502591968043533,0.8387519313474745,0.007596009649866336,0.00814096442307676,0.012524768496501748
mimic_temporal_test,81,uncalibrated,0.0,1.0,0.00797750604851893,0.009655131506489228,-0.18476110065308715
mimic_temporal_test,81,intercept_only,-1.2066594509281434,1.0,0.00797750604851893,0.008129330990020408,0.002466706451734191
mimic_temporal_test,81,intercept_and_slope,-1.7395543651590042,0.8114885762787429,0.00797750604851893,0.008010845560256764,0.017005807041278964
mimic_temporal_test,82,uncalibrated,0.0,1.0,0.008583416071485763,0.009469610349684085,-0.18400840136936103
mimic_temporal_test,82,intercept_only,-1.0729247101953787,1.0,0.008583416071485763,0.008000907312506265,-0.0003728904115898324
mimic_temporal_test,82,intercept_and_slope,-1.8620477826417476,0.7336101866807864,0.008583416071485763,0.007834986834204217,0.02037255032086882
mimic_temporal_test,83,uncalibrated,0.0,1.0,0.008661341545568281,0.009425124663129053,-0.18129887482473106
mimic_temporal_test,83,intercept_only,-1.0856383933422495,1.0,0.008661341545568281,0.007976528152504282,0.00026110334408435687
mimic_temporal_test,83,intercept_and_slope,-2.137272922213875,0.6530012535234243,0.008661341545568281,0.007812843631229895,0.02077651801696201
mimic_temporal_test,84,uncalibrated,0.0,1.0,0.007949587978671837,0.009612475741968891,-0.17841646928133525
mimic_temporal_test,84,intercept_only,-1.180311244050046,1.0,0.007949587978671837,0.0081196326263857,0.0045947507913162156
mimic_temporal_test,84,intercept_and_slope,-2.0706455481804715,0.6996733185997344,0.007949587978671837,0.007985832426454923,0.020997638395302776
mimic_temporal_test,85,uncalibrated,0.0,1.0,0.00856878184344604,0.009438947447938236,-0.17904103945572358
mimic_temporal_test,85,intercept_only,-1.1662351995223035,1.0,0.00856878184344604,0.007992834531093443,0.0015963129663906228
mimic_temporal_test,85,intercept_and_slope,-2.0763830805818118,0.6866076673954159,0.00856878184344604,0.007853473710571757,0.019004199554760293
mimic_temporal_test,86,uncalibrated,0.0,1.0,0.007335042679562494,0.009823381693834133,-0.18206570746163853
mimic_temporal_test,86,intercept_only,-1.2957562400973563,1.0,0.007335042679562494,0.00828210773773097,0.0033986413844245833
mimic_temporal_test,86,intercept_and_slope,-1.7856441456226673,0.8243647013082076,0.007335042679562494,0.00818293729756802,0.01533200406584001
mimic_temporal_test,87,uncalibrated,0.0,1.0,0.008025315629791538,0.009586288678021027,-0.17800299398051522
mimic_temporal_test,87,intercept_only,-1.1785803593205493,1.0,0.008025315629791538,0.00810655313390696,0.0038330595552319435
mimic_temporal_test,87,intercept_and_slope,-2.0862338544833094,0.6927879201236053,0.008025315629791538,0.007976457831113533,0.01981971104683866
mimic_temporal_test,88,uncalibrated,0.0,1.0,0.007893780757670839,0.00967361471400582,-0.1841520233705105
mimic_temporal_test,88,intercept_only,-1.1919201354368205,1.0,0.007893780757670839,0.008171501842090876,-0.0002776341999704002
mimic_temporal_test,88,intercept_and_slope,-2.125081949960956,0.6845368241185183,0.007893780757670839,0.008022021719920626,0.018020302440538427
mimic_temporal_test,89,uncalibrated,0.0,1.0,0.007297392869772077,0.009762932961399686,-0.17308974833795765
mimic_temporal_test,89,intercept_only,-1.3080430864541377,1.0,0.007297392869772077,0.008265787521661632,0.006803524930595106
mimic_temporal_test,89,intercept_and_slope,-2.036830289017086,0.7412442189892499,0.007297392869772077,0.008171344627987815,0.018151548194727307
mimic_temporal_test,90,uncalibrated,0.0,1.0,0.007494646680942184,0.009749439444385213,-0.17882926380616193
mimic_temporal_test,90,intercept_only,-1.270549523951691,1.0,0.007494646680942184,0.008236413950107402,0.004114457185577347
mimic_temporal_test,90,intercept_and_slope,-2.029545190728468,0.7357538837678532,0.007494646680942184,0.008119320947327067,0.018272466889805994
mimic_temporal_test,91,uncalibrated,0.0,1.0,0.007768454175953848,0.00975913410654299,-0.19003257168208587
mimic_temporal_test,91,intercept_only,-1.1639653197928264,1.0,0.007768454175953848,0.00821943831849673,-0.0022814742739343252
mimic_temporal_test,91,intercept_and_slope,-2.0521580071133547,0.7067525981531377,0.007768454175953848,0.008049355516086529,0.01845848815935236
mimic_temporal_test,92,uncalibrated,0.0,1.0,0.008843760235833607,0.009449249409159477,-0.1904784933932402
mimic_temporal_test,92,intercept_only,-1.0698405537754256,1.0,0.008843760235833607,0.007979907704775207,-0.005361176369131915
mimic_temporal_test,92,intercept_and_slope,-2.1070953666393044,0.6583844488319085,0.008843760235833607,0.007783201235607391,0.019421196379820094
mimic_temporal_test,93,uncalibrated,0.0,1.0,0.007988522612409924,0.009542281244509919,-0.17128217985308924
mimic_temporal_test,93,intercept_only,-1.2657783649346268,1.0,0.007988522612409924,0.008090500269361048,0.006918938063022462
mimic_temporal_test,93,intercept_and_slope,-2.0660374407466593,0.7159841182647863,0.007988522612409924,0.007992437506981762,0.01895580462971569
mimic_temporal_test,94,uncalibrated,0.0,1.0,0.007725293790304102,0.009552320824721213,-0.16327878306982546
mimic_temporal_test,94,intercept_only,-1.3293367013442179,1.0,0.007725293790304102,0.008124283900912415,0.01062712790082676
mimic_temporal_test,94,intercept_and_slope,-2.116992245463986,0.7147961705083793,0.007725293790304102,0.008055204960406622,0.01903954068739977
mimic_temporal_test,95,uncalibrated,0.0,1.0,0.007561938244171006,0.009656939751967537,-0.17060822699525935
mimic_temporal_test,95,intercept_only,-1.2735808841923886,1.0,0.007561938244171006,0.00817242429644541,0.009343812674632357
mimic_temporal_test,95,intercept_and_slope,-2.2750935694458776,0.6593544658075116,0.007561938244171006,0.00808773223416149,0.019610131758848515
mimic_temporal_test,96,uncalibrated,0.0,1.0,0.008123005512039455,0.009544270724138743,-0.1763019107658852
mimic_temporal_test,96,intercept_only,-1.154345271149328,1.0,0.008123005512039455,0.008062405840372319,0.006333362756137273
mimic_temporal_test,96,intercept_and_slope,-2.1024350685010345,0.6826920053021297,0.008123005512039455,0.00793996153630695,0.021424245338733883
mimic_temporal_test,97,uncalibrated,0.0,1.0,0.008040838115574536,0.009546874775831184,-0.1738388949143026
mimic_temporal_test,97,intercept_only,-1.2474799886172314,1.0,0.008040838115574536,0.00808417609339047,0.00600766695068522
mimic_temporal_test,97,intercept_and_slope,-2.2659859405287115,0.6505809552699153,0.008040838115574536,0.007982723973266973,0.018481743270818973
mimic_temporal_test,98,uncalibrated,0.0,1.0,0.007807072678553707,0.00962799981410086,-0.1755508511778887
mimic_temporal_test,98,intercept_only,-1.2373566510910958,1.0,0.007807072678553707,0.008146626458307328,0.005320538824102106
mimic_temporal_test,98,intercept_and_slope,-1.9796704190155476,0.7403041271629494,0.007807072678553707,0.008034727590401448,0.01898306603146105
mimic_temporal_test,99,uncalibrated,0.0,1.0,0.00850507033038927,0.009575618850712866,-0.19399299703865025
mimic_temporal_test,99,intercept_only,-1.0633095541234352,1.0,0.00850507033038927,0.008060383798051735,-0.00505690111100221
mimic_temporal_test,99,intercept_and_slope,-1.6715022136705007,0.7945501396872707,0.00850507033038927,0.007887409950098371,0.01651137205724007
mimic_temporal_test,100,uncalibrated,0.0,1.0,0.0075619888355186295,0.009717536702781578,-0.17738005656808076
mimic_temporal_test,100,intercept_only,-1.2405790329068727,1.0,0.0075619888355186295,0.008199287066827486,0.006571586419017228
mimic_temporal_test,100,intercept_and_slope,-1.9857492853861982,0.7425627792647742,0.0075619888355186295,0.008088768645269428,0.019962036016042628
eicu_external,1,uncalibrated,0.0,1.0,0.010853296507926007,0.011172652589275108,-0.015150839638446323
eicu_external,1,intercept_only,-0.6492454673690731,1.0,0.010853296507926007,0.010760573004158162,0.02229084517961455
eicu_external,1,intercept_and_slope,-0.6586800855204082,0.9975941649707545,0.010853296507926007,0.010758651157724446,0.02246546477019562
eicu_external,2,uncalibrated,0.0,1.0,0.011050901183300953,0.011078811122305063,-0.011073064393027021
eicu_external,2,intercept_only,-0.6473421750554879,1.0,0.011050901183300953,0.01068523942032465,0.024845026671686643
eicu_external,2,intercept_and_slope,-0.817646771768156,0.9460802645169823,0.011050901183300953,0.010657609550177107,0.027366580398928586
eicu_external,3,uncalibrated,0.0,1.0,0.01107449322223604,0.011090710993739962,-0.01269203077108716
eicu_external,3,intercept_only,-0.6361631724238923,1.0,0.01107449322223604,0.010692409252356833,0.0236768728608453
eicu_external,3,intercept_and_slope,-0.766125765669192,0.958091660653097,0.01107449322223604,0.010668635640121004,0.025847639700541603
eicu_external,4,uncalibrated,0.0,1.0,0.011027935227700882,0.011134146649716441,-0.015603340202359872
eicu_external,4,intercept_only,-0.617287877104386,1.0,0.011027935227700882,0.010720986344035394,0.022083156993129016
eicu_external,4,intercept_and_slope,-0.6469002018358284,0.9910302658585,0.011027935227700882,0.010714275546690615,0.022695283670924438
eicu_external,5,uncalibrated,0.0,1.0,0.01093350714381783,0.01111522002526754,-0.01174414977119942
eicu_external,5,intercept_only,-0.6437630225586429,1.0,0.01093350714381783,0.010716158371243768,0.024579764009972083
eicu_external,5,intercept_and_slope,-0.828631686861285,0.9408571994612789,0.01093350714381783,0.010685017157570044,0.027414340444765428
eicu_external,6,uncalibrated,0.0,1.0,0.011191992720655141,0.011060290318362061,-0.012569257726112282
eicu_external,6,intercept_only,-0.6175685015782854,1.0,0.011191992720655141,0.01066061110572487,0.02402136259392751
eicu_external,6,intercept_and_slope,-0.7521800698708035,0.9568239458931496,0.011191992720655141,0.010635170890669711,0.02635041354406653
eicu_external,7,uncalibrated,0.0,1.0,0.011265006908762958,0.011065870440967443,-0.014734528301868721
eicu_external,7,intercept_only,-0.6021356178804393,1.0,0.011265006908762958,0.010659230419697914,0.022554148840416954
eicu_external,7,intercept_and_slope,-0.6926794251446987,0.9711675958905657,0.011265006908762958,0.01063953587919124,0.024360127898076733
eicu_external,8,uncalibrated,0.0,1.0,0.011126881204301787,0.011093967362794114,-0.014174752110964528
eicu_external,8,intercept_only,-0.6341753724459731,1.0,0.011126881204301787,0.010690803552998092,0.022681184407404076
eicu_external,8,intercept_and_slope,-0.7240050503971669,0.9710331102262062,0.011126881204301787,0.010672785176675888,0.0243283663164926
eicu_external,9,uncalibrated,0.0,1.0,0.011115308613274439,0.011093182023662747,-0.013837202338872201
eicu_external,9,intercept_only,-0.6373440437867159,1.0,0.011115308613274439,0.010689671783586388,0.023040736925215355
eicu_external,9,intercept_and_slope,-0.7255649024903591,0.971584417889658,0.011115308613274439,0.010672505096564849,0.024609648884490798
eicu_external,10,uncalibrated,0.0,1.0,0.011257849366862702,0.011053482803972635,-0.013419567608410121
eicu_external,10,intercept_only,-0.6044184882945146,1.0,0.011257849366862702,0.010649538566034289,0.02361536538142195
eicu_external,10,intercept_and_slope,-0.7111460123820641,0.9660122507520751,0.011257849366862702,0.010627628543886545,0.025624148094077648
eicu_external,11,uncalibrated,0.0,1.0,0.011045908845850785,0.01107831668816218,-0.010917078353277487
eicu_external,11,intercept_only,-0.6291898087115313,1.0,0.011045908845850785,0.01068314173740483,0.02514337360012242
eicu_external,11,intercept_and_slope,-0.8387559665296823,0.9340131899865893,0.011045908845850785,0.010649223991168496,0.02823843126047998
eicu_external,12,uncalibrated,0.0,1.0,0.010852181387641076,0.011144370942109471,-0.012552964451113091
eicu_external,12,intercept_only,-0.6437613071101941,1.0,0.010852181387641076,0.010739565088597048,0.02422680258377541
eicu_external,12,intercept_and_slope,-0.7100464714108387,0.9791514795855069,0.010852181387641076,0.010726957384176693,0.0253723108006203
eicu_external,13,uncalibrated,0.0,1.0,0.011182339714975367,0.01106931820027797,-0.013179164346301953
eicu_external,13,intercept_only,-0.6276917979016216,1.0,0.011182339714975367,0.010669267330704184,0.023437653274913428
eicu_external,13,intercept_and_slope,-0.7693208757286388,0.9553339535573627,0.011182339714975367,0.010643538480157496,0.0257926253540276
eicu_external,14,uncalibrated,0.0,1.0,0.011130393773102135,0.011076313422537556,-0.012640693090857358
eicu_external,14,intercept_only,-0.6252633841076468,1.0,0.011130393773102135,0.010677500764460258,0.023820348691064308
eicu_external,14,intercept_and_slope,-0.7966095656213987,0.9449167594788627,0.011130393773102135,0.010646486078222465,0.026655834846948112
eicu_external,15,uncalibrated,0.0,1.0,0.011366643511627137,0.011035054363353971,-0.014217221817692582
eicu_external,15,intercept_only,-0.5906157814183978,1.0,0.011366643511627137,0.010633596897443014,0.022680201824036295
eicu_external,15,intercept_and_slope,-0.752017472363049,0.94855447262839,0.011366643511627137,0.010600339891990905,0.02573680911974907
eicu_external,16,uncalibrated,0.0,1.0,0.010800272327783623,0.011148340332612848,-0.011729898221614743
eicu_external,16,intercept_only,-0.6484137965261887,1.0,0.010800272327783623,0.010747390113288449,0.024656982021207474
eicu_external,16,intercept_and_slope,-0.8247843628437826,0.9437439994289183,0.010800272327783623,0.010717807532316572,0.027341649042742056
eicu_external,17,uncalibrated,0.0,1.0,0.011084287416463763,0.011128355662982467,-0.016351073426891682
eicu_external,17,intercept_only,-0.6198796419969028,1.0,0.011084287416463763,0.010712953474081887,0.02158754692089071
eicu_external,17,intercept_and_slope,-0.6121966611413231,1.003129471635757,0.011084287416463763,0.010714837805525282,0.021415451209432
eicu_external,18,uncalibrated,0.0,1.0,0.011147542341812398,0.011076321182216653,-0.013026601039047625
eicu_external,18,intercept_only,-0.6212622134213635,1.0,0.011147542341812398,0.010672557520876376,0.02390112277301737
eicu_external,18,intercept_and_slope,-0.7292805694969317,0.965438265448296,0.011147542341812398,0.010651506359345206,0.025826435903886336
eicu_external,19,uncalibrated,0.0,1.0,0.011028585694669829,0.011107954630703788,-0.013235295571541128
eicu_external,19,intercept_only,-0.6189255625527894,1.0,0.011028585694669829,0.01070292335844091,0.02371047838153384
eicu_external,19,intercept_and_slope,-0.7480778492844113,0.9590237289349395,0.011028585694669829,0.010677572401626225,0.026022918887020574
eicu_external,20,uncalibrated,0.0,1.0,0.010967682116476248,0.01113195142471584,-0.01402637575608301
eicu_external,20,intercept_only,-0.639898245702401,1.0,0.010967682116476248,0.010724859161029658,0.023056277320134044
eicu_external,20,intercept_and_slope,-0.7071622891552657,0.9786155775414469,0.010967682116476248,0.01071132321282287,0.024289287416825234
eicu_external,21,uncalibrated,0.0,1.0,0.010914302969633543,0.01114222781261429,-0.013766658689028377
eicu_external,21,intercept_only,-0.6264104121139071,1.0,0.010914302969633543,0.010734072521762792,0.02336902300690069
eicu_external,21,intercept_and_slope,-0.7180094552636511,0.9709594995294835,0.010914302969633543,0.010715744039109406,0.025036625297111148
eicu_external,22,uncalibrated,0.0,1.0,0.011143619666478798,0.011072436923760164,-0.012581995345251507
eicu_external,22,intercept_only,-0.6345488673057731,1.0,0.011143619666478798,0.010671090101234442,0.024121448456400962
eicu_external,22,intercept_and_slope,-0.7401612206986821,0.9660022110510111,0.011143619666478798,0.010651383432571254,0.02592363690091215
eicu_external,23,uncalibrated,0.0,1.0,0.011262484504496286,0.011040613108160244,-0.012349791881127725
eicu_external,23,intercept_only,-0.6067734459542337,1.0,0.011262484504496286,0.010643484230474077,0.02406424896397985
eicu_external,23,intercept_and_slope,-0.7800460170025083,0.9456227636977745,0.011262484504496286,0.010611285622664389,0.027016644233669007
eicu_external,24,uncalibrated,0.0,1.0,0.010929548608816337,0.011152234819856603,-0.015016145543968129
eicu_external,24,intercept_only,-0.6266503597454276,1.0,0.010929548608816337,0.010738522807099976,0.022637686117269018
eicu_external,24,intercept_and_slope,-0.6961157303563354,0.9782510454616127,0.010929548608816337,0.010723599372112896,0.023995936522101857
eicu_external,25,uncalibrated,0.0,1.0,0.010862157976251936,0.011151841262464785,-0.013453585498854004
eicu_external,25,intercept_only,-0.6330971003254677,1.0,0.010862157976251936,0.010742480500527651,0.023748175374851077
eicu_external,25,intercept_and_slope,-0.7269926645528247,0.9703306054660734,0.010862157976251936,0.010724048850748147,0.02542320115006269
eicu_external,26,uncalibrated,0.0,1.0,0.01094553524847421,0.011133166667544133,-0.013651310313296694
eicu_external,26,intercept_only,-0.6359233801661593,1.0,0.01094553524847421,0.01072713458308154,0.023317053381876063
eicu_external,26,intercept_and_slope,-0.7395505214317126,0.96701477265482,0.01094553524847421,0.010706833743635413,0.02516540193530392
eicu_external,27,uncalibrated,0.0,1.0,0.011094590430734807,0.011111476652980425,-0.015043642649420708
eicu_external,27,intercept_only,-0.6098984976419518,1.0,0.011094590430734807,0.010701192209084194,0.02243621979020516
eicu_external,27,intercept_and_slope,-0.6712428006838731,0.9807888139696646,0.011094590430734807,0.010687553257048843,0.023682150640644495
eicu_external,28,uncalibrated,0.0,1.0,0.011155797048790262,0.011085069022100269,-0.014007794782642247
eicu_external,28,intercept_only,-0.6178952967978477,1.0,0.011155797048790262,0.010677774662864523,0.02324949736525972
eicu_external,28,intercept_and_slope,-0.6849889881177533,0.9787273941250264,0.011155797048790262,0.010663735143395471,0.024533763809450382
eicu_external,29,uncalibrated,0.0,1.0,0.011289643732514669,0.011033335675138485,-0.012324634312762539
eicu_external,29,intercept_only,-0.6233548367739018,1.0,0.011289643732514669,0.010639115931107385,0.023845601957162676
eicu_external,29,intercept_and_slope,-0.7904132917650459,0.9470633621266509,0.011289643732514669,0.010608662335566808,0.026639763748015244
eicu_external,30,uncalibrated,0.0,1.0,0.011074382903986116,0.011095542604210487,-0.01313071606620042
eicu_external,30,intercept_only,-0.6211526199623006,1.0,0.011074382903986116,0.010691737362534997,0.02374062121249454
eicu_external,30,intercept_and_slope,-0.6902068880919966,0.9781208818403498,0.011074382903986116,0.010677707521365211,0.025021681863394596
eicu_external,31,uncalibrated,0.0,1.0,0.01118346047924387,0.011111406915349242,-0.017053310013106948
eicu_external,31,intercept_only,-0.6014464467042077,1.0,0.01118346047924387,0.010695388952283245,0.021025796402903807
eicu_external,31,intercept_and_slope,-0.6120927653754489,0.9970796310150061,0.01118346047924387,0.010692824096524951,0.021260563706320235
eicu_external,32,uncalibrated,0.0,1.0,0.011322241227388171,0.011036235236560873,-0.013297446915262245
eicu_external,32,intercept_only,-0.5954005295406403,1.0,0.011322241227388171,0.010636147608138628,0.023436798389659064
eicu_external,32,intercept_and_slope,-0.776229000119305,0.9433166437282432,0.011322241227388171,0.010601193839762721,0.02664609608005608
eicu_external,33,uncalibrated,0.0,1.0,0.011205055198182047,0.011060743594559335,-0.012907009561308636
eicu_external,33,intercept_only,-0.6217917024517609,1.0,0.011205055198182047,0.010661691899930383,0.023636849828561624
eicu_external,33,intercept_and_slope,-0.7621274360408035,0.9547643424131825,0.011205055198182047,0.010635101962012401,0.026071870066637803
eicu_external,34,uncalibrated,0.0,1.0,0.01096048516538977,0.011130436482942901,-0.013737333298991627
eicu_external,34,intercept_only,-0.6428806725198504,1.0,0.01096048516538977,0.010725458216469981,0.02314725685409469
eicu_external,34,intercept_and_slope,-0.7490458617342866,0.9658894368339135,0.01096048516538977,0.010705354300904824,0.024978280263205588
eicu_external,35,uncalibrated,0.0,1.0,0.011316481210194391,0.011044739337560606,-0.013932573092523715
eicu_external,35,intercept_only,-0.6087228216196298,1.0,0.011316481210194391,0.010644072117950666,0.022849602793816315
eicu_external,35,intercept_and_slope,-0.7345216329695399,0.960517122730546,0.011316481210194391,0.010619055131687016,0.025146219896137634
eicu_external,36,uncalibrated,0.0,1.0,0.011233711118877627,0.011050503970563291,-0.012590832602771274
eicu_external,36,intercept_only,-0.6183528640264756,1.0,0.011233711118877627,0.010652673288200241,0.02386358639585784
eicu_external,36,intercept_and_slope,-0.7531061273188376,0.9565783362882173,0.011233711118877627,0.010627410920750714,0.026178452917545614
eicu_external,37,uncalibrated,0.0,1.0,0.011142474808810886,0.011068747430916013,-0.012228253956811486
eicu_external,37,intercept_only,-0.6252866104023763,1.0,0.011142474808810886,0.010669377304940527,0.024293830210504574
eicu_external,37,intercept_and_slope,-0.7149865967094577,0.9712768146166117,0.011142474808810886,0.010652176114432262,0.025866865564579733
eicu_external,38,uncalibrated,0.0,1.0,0.010948594532552092,0.011123872303594781,-0.012883108895682893
eicu_external,38,intercept_only,-0.6366655628915701,1.0,0.010948594532552092,0.010721723033447709,0.02373455371943578
eicu_external,38,intercept_and_slope,-0.8069774027470964,0.9455829278533187,0.010948594532552092,0.010690982421927874,0.02653363710656731
eicu_external,39,uncalibrated,0.0,1.0,0.011045778823646287,0.011116010332312498,-0.014352235680167524
eicu_external,39,intercept_only,-0.6258569729206541,1.0,0.011045778823646287,0.010705121648548593,0.023141958957279662
eicu_external,39,intercept_and_slope,-0.6518923988775486,0.9921729273013468,0.011045778823646287,0.010699548724207118,0.023650496471734894
eicu_external,40,uncalibrated,0.0,1.0,0.011165005256925766,0.011074951755724016,-0.013292912769666598
eicu_external,40,intercept_only,-0.6198077819337104,1.0,0.011165005256925766,0.010671984673655191,0.02357620389522308
eicu_external,40,intercept_and_slope,-0.741715505922919,0.9609077075732188,0.011165005256925766,0.010648415683570433,0.025732627791307472
eicu_external,41,uncalibrated,0.0,1.0,0.011385529079452452,0.011042656957843816,-0.015337256451274817
eicu_external,41,intercept_only,-0.6032137954296641,1.0,0.011385529079452452,0.01063910939018474,0.02176766148276521
eicu_external,41,intercept_and_slope,-0.7068964921631097,0.9667558324365201,0.011385529079452452,0.010616469469120777,0.023849330362556875
eicu_external,42,uncalibrated,0.0,1.0,0.011094625646790432,0.011084792679903834,-0.01260725871096513
eicu_external,42,intercept_only,-0.634548962627907,1.0,0.011094625646790432,0.010683886574697411,0.02401592802030783
eicu_external,42,intercept_and_slope,-0.7488754748675153,0.9632945325116767,0.011094625646790432,0.01066271497189823,0.02594997580018754
eicu_external,43,uncalibrated,0.0,1.0,0.01094194135218663,0.011140068418606505,-0.014193054388054627
eicu_external,43,intercept_only,-0.6423818183216993,1.0,0.01094194135218663,0.010730583108483177,0.023086533294492617
eicu_external,43,intercept_and_slope,-0.7356813595507553,0.970401188154963,0.01094194135218663,0.010712149615965519,0.02476472048123357
eicu_external,44,uncalibrated,0.0,1.0,0.011058644263070199,0.011099382396552027,-0.013124516198176561
eicu_external,44,intercept_only,-0.6160919344909471,1.0,0.011058644263070199,0.01069569249139083,0.02372331237898606
eicu_external,44,intercept_and_slope,-0.7567391834827897,0.9552430436622622,0.011058644263070199,0.01066878883892253,0.026179012067229723
eicu_external,45,uncalibrated,0.0,1.0,0.010931363807896624,0.011112916433349454,-0.011494504458716026
eicu_external,45,intercept_only,-0.6294946262774729,1.0,0.010931363807896624,0.010715077912115427,0.024716644999996484
eicu_external,45,intercept_and_slope,-0.8005654619305959,0.9453455036364794,0.010931363807896624,0.010685225021713176,0.02743384662435744
eicu_external,46,uncalibrated,0.0,1.0,0.011244352978687283,0.011057148735845061,-0.013462056734107053
eicu_external,46,intercept_only,-0.6085745769916441,1.0,0.011244352978687283,0.01065515349336706,0.02338351123029503
eicu_external,46,intercept_and_slope,-0.7086816414643793,0.9678859793829546,0.011244352978687283,0.010634921719887941,0.025237889357185517
eicu_external,47,uncalibrated,0.0,1.0,0.011129029253034295,0.011093809515107609,-0.014208093909873654
eicu_external,47,intercept_only,-0.6215540179738532,1.0,0.011129029253034295,0.01068651953057812,0.023026798064402998
eicu_external,47,intercept_and_slope,-0.6623921540640111,0.9872687668735546,0.011129029253034295,0.010677806612184685,0.023823342510579493
eicu_external,48,uncalibrated,0.0,1.0,0.010859086866475524,0.011148779291949714,-0.013129541739997919
eicu_external,48,intercept_only,-0.6406133956029632,1.0,0.010859086866475524,0.01074113772601518,0.02391430871882705
eicu_external,48,intercept_and_slope,-0.7583052760893747,0.962582044951431,0.010859086866475524,0.010719289230235188,0.02589975985546178
eicu_external,49,uncalibrated,0.0,1.0,0.011011894330348583,0.011140329016790532,-0.015796783629413946
eicu_external,49,intercept_only,-0.636763329204817,1.0,0.011011894330348583,0.010729110738447947,0.021698895706488197
eicu_external,49,intercept_and_slope,-0.6376047321977211,1.0003031287606359,0.011011894330348583,0.010728987968771484,0.021710090083448708
eicu_external,50,uncalibrated,0.0,1.0,0.011071975085467697,0.011110619875859049,-0.01445295945478553
eicu_external,50,intercept_only,-0.6354337786229641,1.0,0.011071975085467697,0.01070271557667352,0.022790662242883064
eicu_external,50,intercept_and_slope,-0.7163159862286507,0.974020417490424,0.011071975085467697,0.010686681480427007,0.02425465224264889
eicu_external,51,uncalibrated,0.0,1.0,0.010971160869664182,0.011098595816058059,-0.01107922189492272
eicu_external,51,intercept_only,-0.6610489022783617,1.0,0.010971160869664182,0.010702930122827758,0.024965820907969172
eicu_external,51,intercept_and_slope,-0.8179275398470164,0.9490913332478015,0.010971160869664182,0.010678128528211647,0.027225239793187805
eicu_external,52,uncalibrated,0.0,1.0,0.010946780498820176,0.011123210596202259,-0.012775364888783614
eicu_external,52,intercept_only,-0.6257465182171075,1.0,0.010946780498820176,0.010718148959191091,0.024105753532771557
eicu_external,52,intercept_and_slope,-0.799447004624329,0.945095501807017,0.010946780498820176,0.010685940320620915,0.027038370460083727
eicu_external,53,uncalibrated,0.0,1.0,0.010918074265157353,0.011146052567906196,-0.014183035672707733
eicu_external,53,intercept_only,-0.6322835481791359,1.0,0.010918074265157353,0.010738877371130095,0.022865971103562366
eicu_external,53,intercept_and_slope,-0.7284896927606774,0.9693985902534984,0.010918074265157353,0.0107194610548083,0.0246326681928547
eicu_external,54,uncalibrated,0.0,1.0,0.01094418075550151,0.011124663312572438,-0.012836375311154669
eicu_external,54,intercept_only,-0.6400515611171597,1.0,0.01094418075550151,0.010722505041983155,0.02377781368858989
eicu_external,54,intercept_and_slope,-0.8082760280732694,0.9460328185224672,0.01094418075550151,0.010692796604511431,0.02648259542261444
eicu_external,55,uncalibrated,0.0,1.0,0.011002749132343977,0.011091584234348395,-0.011156204122562352
eicu_external,55,intercept_only,-0.64460931154737,1.0,0.011002749132343977,0.010695256683843581,0.024974708566772086
eicu_external,55,intercept_and_slope,-0.8449659802284826,0.9365471317823053,0.011002749132343977,0.010663848669995554,0.027837997290059313
eicu_external,56,uncalibrated,0.0,1.0,0.011243123218665076,0.011075632897840158,-0.015126248325034064
eicu_external,56,intercept_only,-0.5972538604351646,1.0,0.011243123218665076,0.010668735310222716,0.02216755017664329
