dataset,repeat,calibration_method,fitted_intercept,fitted_slope,calibration_prevalence,brier,brier_skill
mimic_temporal_test,9,intercept_only,-1.2124793669684282,1.0,0.008255968169761273,0.008029881166732391,0.006358134880316335
mimic_temporal_test,9,intercept_and_slope,-2.4294644845297837,0.5928693576294704,0.008255968169761273,0.007930203204941503,0.018692588380769593
mimic_temporal_test,10,uncalibrated,0.0,1.0,0.008853975967779516,0.009442754455449332,-0.18953337939667048
mimic_temporal_test,10,intercept_only,-1.0826987043396499,1.0,0.008853975967779516,0.007954079016407057,-0.0020002677200399166
mimic_temporal_test,10,intercept_and_slope,-1.7980436028038547,0.7565471871935914,0.008853975967779516,0.007784571755280887,0.019353093326357484
mimic_temporal_test,11,uncalibrated,0.0,1.0,0.008443237228785549,0.009475219422254023,-0.1792421153286956
mimic_temporal_test,11,intercept_only,-1.151460691543335,1.0,0.008443237228785549,0.008012830619386116,0.002760051426057397
mimic_temporal_test,11,intercept_and_slope,-2.3506917408324584,0.6055440007228149,0.008443237228785549,0.007881764884040807,0.019071888451457353
mimic_temporal_test,12,uncalibrated,0.0,1.0,0.007539006162318081,0.009647320418556688,-0.16833213468803732
mimic_temporal_test,12,intercept_only,-1.3248338486745042,1.0,0.007539006162318081,0.008187544390472173,0.008453041823552221
mimic_temporal_test,12,intercept_and_slope,-2.0752533042516763,0.7309910824044294,0.007539006162318081,0.008098981998344,0.019178329692001506
mimic_temporal_test,13,uncalibrated,0.0,1.0,0.008592631167816691,0.009487293405912978,-0.18624568272399822
mimic_temporal_test,13,intercept_only,-1.1071032810252666,1.0,0.008592631167816691,0.008009190755578625,-0.0014308137657748077
mimic_temporal_test,13,intercept_and_slope,-1.9705282421250323,0.7077912021480812,0.008592631167816691,0.007847021135086145,0.018846098093860286
mimic_temporal_test,14,uncalibrated,0.0,1.0,0.008346594784190186,0.009423920290708805,-0.16947212157424896
mimic_temporal_test,14,intercept_only,-1.1807252915647846,1.0,0.008346594784190186,0.007989662426522106,0.0085137415880987
mimic_temporal_test,14,intercept_and_slope,-2.2790273117986715,0.6290913302740796,0.008346594784190186,0.007895810336111852,0.020160423637656133
mimic_temporal_test,15,uncalibrated,0.0,1.0,0.007396305105731322,0.009765006344286604,-0.17734954282978177
mimic_temporal_test,15,intercept_only,-1.2259305994769305,1.0,0.007396305105731322,0.008235174407667236,0.007099587839656363
mimic_temporal_test,15,intercept_and_slope,-1.9779576487920556,0.7466991589184737,0.007396305105731322,0.008120816802716969,0.020887481995616852
mimic_temporal_test,16,uncalibrated,0.0,1.0,0.008275004906129391,0.00943960640936557,-0.16881385167265317
mimic_temporal_test,16,intercept_only,-1.223387720137775,1.0,0.008275004906129391,0.008005076332426272,0.00880993388096285
mimic_temporal_test,16,intercept_and_slope,-2.2289462108190397,0.6528208365192139,0.008275004906129391,0.007912590452186402,0.02026155307148836
mimic_temporal_test,17,uncalibrated,0.0,1.0,0.008527813039091234,0.009515820364168813,-0.18744267981098317
mimic_temporal_test,17,intercept_only,-1.1632908558655444,1.0,0.008527813039091234,0.008028471539778023,-0.0018421318541719245
mimic_temporal_test,17,intercept_and_slope,-2.0002827718567566,0.7111467332732954,0.008527813039091234,0.007869084079896402,0.018047217171662577
mimic_temporal_test,18,uncalibrated,0.0,1.0,0.007550031321090634,0.009636326792392005,-0.16754143339746452
mimic_temporal_test,18,intercept_only,-1.2549312578884861,1.0,0.007550031321090634,0.008155266780254388,0.011904424632593336
